ticket_id,company_type,created_at,department,employee_role,channel,ticket_text,category,subcategory,true_category,true_subcategory,label_quality,priority,status,sentiment,resolution_hours
ENT-014192,Global Technology Consulting Company,2025-02-08 05:26,Operations,Team Lead,Email,I tried the usual steps but it still does not work. My payroll or benefits information does not look right this cycle.,HR Support,Policy Question,HR Support,Policy Question,clean_label,Medium,Closed,Neutral,29.6
ENT-026885,Global Technology Consulting Company,2025-08-06 17:41,Delivery,Intern,Walk-up,The system says I do not have enough permission to continue.,Administrative Rights,Elevated Permission,Administrative Rights,Elevated Permission,clean_label,Low,Resolved,Neutral,167.9
ENT-026875,Global Technology Consulting Company,2025-12-23 11:57,Delivery,Team Lead,Walk-up,I need the same local permission I had on my previous device.,Administrative Rights,Temporary Admin,Administrative Rights,Temporary Admin,clean_label,Medium,Resolved,Frustrated,57.1
ENT-009988,Global Technology Consulting Company,2025-11-10 11:41,Sales,Manager,Email,"I have a question about my employee record and need help updating it. Also, we need support setting up internal tools for a new initiative. pls advise",HR Support,Onboarding,HR Support,Onboarding,clean_label,Medium,Resolved,Neutral,36.5
ENT-006960,Global Technology Consulting Company,2025-11-04 18:06,Executive Office,Coordinator,Walk-up,This is affecting my work for a client deliverable. The device keeps disconnecting during calls and client work.,Hardware,Monitor,Hardware,Monitor,clean_label,Medium,Waiting on User,Urgent,
ENT-019755,Global Technology Consulting Company,2025-08-28 17:17,Customer Support,Coordinator,Portal,This started happening after yesterday afternoon. I need more room or cleanup help for project documents.,Storage,Shared Drive Cleanup,Storage,Shared Drive Cleanup,clean_label,Low,Closed,Neutral,92.2
ENT-024781,Global Technology Consulting Company,2025-08-09 18:03,Customer Support,Analyst,Phone,We need support setting up internal tools for a new initiative,Internal Project,Project Permission,Internal Project,Project Permission,clean_label,High,In Progress,Neutral,
ENT-023997,Global Technology Consulting Company,2025-03-31 00:43,Legal,Intern,Phone,I need help before my next mtg. A vendor quote or license request needs review.,Purchase,Software License,Purchase,Software License,clean_label,Low,Waiting on User,Frustrated,
ENT-001817,Global Technology Consulting Company,2025-06-25 08:43,Legal,Director,Chat,"I can use the system, but the physical setup is unreliable.",Hardware,Headset,Hardware,Headset,clean_label,Medium,Closed,Neutral,80.9
ENT-008149,Global Technology Consulting Company,2025-04-18 13:39,Consulting,Analyst,Walk-up,Can someone check this for me? The machine is very slow and makes it hard to complete normal tasks,Hardware,Laptop,Hardware,Laptop,clean_label,Medium,Resolved,Urgent,20.4
ENT-008237,Global Technology Consulting Company,2025-12-18 04:43,Consulting,Director,Walk-up,The device keeps disconnecting during calls and client work.,Hardware,Desktop,Hardware,Desktop,clean_label,Critical,Resolved,Frustrated,4.9
ENT-006362,Global Technology Consulting Company,2025-02-26 19:52,Marketing,Consultant,Phone,Can someone check this for me? The device keeps disconnecting during calls and client work.,Hardware,Headset,Hardware,Headset,clean_label,High,Open,Frustrated,
ENT-020760,Global Technology Consulting Company,2025-10-02 10:30,Sales,Specialist,Phone,The error message is not very clear A folder disappeared and I need to know if it can be restored,Internal Project,Jira Project,Storage,Backup Request,noisy_label,Medium,Waiting on User,Frustrated,
ENT-001822,Global Technology Consulting Company,2025-12-05 07:06,Sales,Analyst,Walk-up,The screen or attached equipment randomly stops responding.,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Medium,Resolved,Urgent,94.4
ENT-003165,Global Technology Consulting Company,2025-03-29 04:47,Sales,Consultant,Email,I tried the usual steps but it still does not work. The device keeps disconnecting during calls and client work.,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Medium,Closed,Urgent,17.9
ENT-010206,Global Technology Consulting Company,2025-01-01 21:47,Marketing,Director,Phone,My payroll or benefits information does not look right this cycle.,HR Support,Employee Verification,HR Support,Employee Verification,clean_label,Medium,Closed,Frustrated,88.7
ENT-024592,Global Technology Consulting Company,2025-02-24 16:23,Operations,Engineer,Chat,"I need help before my next meeting. We need support setting up internal tools for a new initiative. Also, i need help with onboarding/offboarding paperwork for a team member.",Internal Project,Reporting Dashboard,Internal Project,Reporting Dashboard,clean_label,High,Closed,Neutral,15.6
ENT-004627,Global Technology Consulting Company,2025-07-27 16:52,Consulting,Director,Email,I am blocked right now and not sure what changed. The machine is very slow and makes it hard to complete normal tasks.,Hardware,Desktop,Hardware,Desktop,clean_label,Medium,Closed,Frustrated,43.5
ENT-010257,Global Technology Consulting Company,2025-10-22 19:24,Sales,Manager,Portal,"The time, leave, or policy information in the portal looks incorrect.",HR Support,Benefits,HR Support,Benefits,clean_label,Medium,Waiting on Vendor,Neutral,
ENT-008527,Global Technology Consulting Company,2025-02-28 23:01,Operations,Coordinator,Email,i need help with onboarding/offboarding paperwork for a team member.,HR Support,Policy Question,HR Support,Policy Question,clean_label,Medium,Waiting on User,Frustrated,
ENT-003842,Global Technology Consulting Company,2025-09-29 22:45,Consulting,Intern,Chat,This is affecting my work for a client deliverable. The device keeps disconnecting during calls and client work. pls advise,Hardware,Laptop,Hardware,Laptop,clean_label,Medium,Resolved,Neutral,82.4
ENT-028332,Global Technology Consulting Company,2025-09-26 06:27,HR,Consultant,Walk-up,"After an update, the app behaves differently and blocks my task. screenshot attached",Software,ERP,Software,ERP,clean_label,Low,Open,Confused,
ENT-016158,Global Technology Consulting Company,2025-04-28 04:01,Consulting,Coordinator,Walk-up,I need help before my next meeting. I cannot sign in or reach the system I need for work. my files are not where I expect them,Access,Email Access,Access,Email Access,clean_label,Critical,Resolved,Neutral,7.1
ENT-005364,Global Technology Consulting Company,2025-01-15 23:46,HR,Manager,Email,This is affecting my work for a client deliverable The screen or attached equipment randomly stops responding pls advise,Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,Medium,Resolved,Frustrated,12.5
ENT-029969,Global Technology Consulting Company,2025-01-14 03:00,Marketing,Analyst,Email,I am seeing this issue again today. There was an unusual login or warning on my account.,Security,Data Loss Concern,Security,Data Loss Concern,clean_label,High,Resolved,Neutral,22.2
ENT-017822,Global Technology Consulting Company,2025-07-16 18:37,HR,Engineer,Chat,The login works in one place but fails in another.,Access,MFA Enrollment,Access,MFA Enrollment,clean_label,Medium,Resolved,Neutral,61.8
ENT-001381,Global Technology Consulting Company,2025-05-25 20:44,Engineering,Consultant,Chat,This started happening after yesterday afternoon. My desktop is not working properly. it keeps asking me again and again,Hardware,Desktop,Hardware,Desktop,clean_label,High,Waiting on User,Confused,
ENT-006755,Global Technology Consulting Company,2025-12-28 07:25,Marketing,Coordinator,Portal,The device keeps disconnecting during calls and client work.,Hardware,Laptop,Hardware,Laptop,clean_label,Low,In Progress,Frustrated,
ENT-008310,Global Technology Consulting Company,2025-04-27 14:50,Customer Support,Director,Phone,I am seeing this issue again today. The machine is very slow and makes it hard to complete normal tasks.,Hardware,Desktop,Hardware,Desktop,clean_label,Medium,In Progress,Urgent,
ENT-022880,Global Technology Consulting Company,2025-09-21 05:32,HR,Manager,Portal,can someone check this for me? the req form does not show the item i need.,Purchase,Purchase Approval,Purchase,Purchase Approval,clean_label,Low,Resolved,Urgent,32.4
ENT-005795,Global Technology Consulting Company,2025-01-10 04:39,Legal,Engineer,Phone,"I tried the usual steps but it still does not work. I can use the system, but the physical setup is unreliable. Also, a folder disappeared and i need to know if it can be restored.",Hardware,Docking Station,Hardware,Docking Station,clean_label,Low,Waiting on User,Neutral,
ENT-028439,Global Technology Consulting Company,2025-05-19 22:30,Executive Office,Senior Associate,Phone,I need help before my next meeting. The tool opens but some features are missing or disabled.,Software,Teams,Software,Teams,clean_label,Medium,Resolved,Frustrated,72.7
ENT-018115,Global Technology Consulting Company,2025-10-23 02:23,Operations,Manager,Walk-up,Not sure if this belongs to IT or another team. I cannot sign in or reach the system I need for work. it says something about policy,Access,SAP Access,Access,SAP Access,clean_label,Medium,Closed,Urgent,89.3
ENT-019650,Global Technology Consulting Company,2025-01-11 02:11,Executive Office,Team Lead,Portal,The error message is not very clear. The shared location looks full or unavailable.,Storage,Archive Request,Storage,Archive Request,clean_label,Medium,Resolved,Urgent,20.0
ENT-026135,Global Technology Consulting Company,2025-09-19 20:52,Operations,Consultant,Walk-up,The system says I do not have enough permission to continue.,Administrative Rights,Install Approval,Administrative Rights,Install Approval,clean_label,High,Waiting on User,Frustrated,
ENT-006592,Global Technology Consulting Company,2025-05-11 13:10,Operations,Specialist,Walk-up,The screen or attached equipment randomly stops responding.,Purchase,Vendor Quote,Hardware,Headset,noisy_label,Low,Closed,Confused,95.5
ENT-007847,Global Technology Consulting Company,2025-01-07 17:39,Consulting,Analyst,Walk-up,My laptop is not working properly. someone on my team has access but I do not pls advise,Hardware,Laptop,Hardware,Laptop,clean_label,High,Closed,Urgent,4.3
ENT-008708,Global Technology Consulting Company,2025-07-13 19:47,HR,Specialist,Phone,my payroll or benefits information does not look right this cycle.,HR Support,Timesheet,HR Support,Timesheet,clean_label,Critical,Open,Urgent,
ENT-001076,Global Technology Consulting Company,2025-10-07 16:49,Executive Office,Team Lead,Chat,This is affecting my work for a client deliverable. The machine is very slow and makes it hard to complete normal tasks.,Hardware,Docking Station,Hardware,Docking Station,clean_label,Medium,Open,Confused,
ENT-028628,Global Technology Consulting Company,2025-01-11 22:43,HR,Intern,Portal,"I tried the usual steps but it still does not work. I get an error when trying to export or submit work. Also, i have a question about my employee record and need help updating it.",Software,Zoom,Software,Zoom,clean_label,High,In Progress,Neutral,
ENT-013624,Global Technology Consulting Company,2025-07-31 01:36,HR,Director,Chat,"The time, leave, or policy information in the portal looks incorrect.",HR Support,Leave Request,HR Support,Leave Request,clean_label,Medium,Closed,Urgent,17.1
ENT-018145,Global Technology Consulting Company,2025-06-05 02:43,Sales,Coordinator,Portal,This started happening after yesterday afternoon. A teammate can open the location but I get a blocked message.,Access,Shared Drive Access,Access,Shared Drive Access,clean_label,Medium,Open,Neutral,
ENT-022280,Global Technology Consulting Company,2025-02-27 12:13,Legal,Analyst,Chat,"The request form does not show the item I need. Also, the device keeps disconnecting during calls and client work.",Purchase,Monitor Request,Purchase,Monitor Request,clean_label,Low,Open,Neutral,
ENT-012336,Global Technology Consulting Company,2025-07-10 04:20,Consulting,Coordinator,Walk-up,I need help with onboarding/offboarding paperwork for a team member.,HR Support,Benefits,HR Support,Benefits,clean_label,Medium,In Progress,Frustrated,
ENT-004979,Global Technology Consulting Company,2025-07-13 15:44,Legal,Team Lead,Chat,My battery is not working properly it says something about policy,Hardware,Battery,Hardware,Battery,clean_label,Medium,Resolved,Urgent,15.6
ENT-022085,Global Technology Consulting Company,2025-02-14 02:25,Finance,Coordinator,Portal,Could you please help when possible? The approval flow for a purchase is confusing or stuck.,Purchase,Laptop Request,Purchase,Laptop Request,clean_label,Medium,Waiting on User,Confused,
ENT-000979,Global Technology Consulting Company,2025-05-27 23:49,Consulting,Team Lead,Email,The device keeps disconnecting during calls and client work pls advise,Hardware,Desktop,Hardware,Desktop,clean_label,High,Resolved,Urgent,32.3
ENT-020323,Global Technology Consulting Company,2025-06-13 08:18,Executive Office,Specialist,Phone,The shared location looks full or unavailable.,Storage,File Recovery,Storage,File Recovery,clean_label,Medium,Closed,Frustrated,61.9
ENT-024044,Global Technology Consulting Company,2025-01-18 15:49,Operations,Analyst,Portal,I need help connecting a report or internal app to the team process,Internal Project,Reporting Dashboard,Internal Project,Reporting Dashboard,clean_label,Medium,Waiting on User,Neutral,
ENT-015772,Global Technology Consulting Company,2025-04-27 19:23,Marketing,Coordinator,Chat,"Not sure if this belongs to IT or another team. I changed teams and now some tools are unavailable. Also, i may have clicked something suspicious and need guidance.",Access,VPN Access,Access,VPN Access,clean_label,High,Resolved,Neutral,26.7
ENT-025770,Global Technology Consulting Company,2025-03-11 01:03,Consulting,Analyst,Chat,The error message is not very clear. Our team needs a new workspace or project area created.,Internal Project,Jira Project,Internal Project,Jira Project,clean_label,Medium,Open,Neutral,
ENT-004038,Global Technology Consulting Company,2025-06-23 09:19,Operations,Analyst,Email,"i need help before my next meeting. the machine is very slow and makes it hard to complete normal tasks. also, calls and uploads keep failing because the connection is unreliable. pls advise",Hardware,Webcam,Hardware,Webcam,clean_label,Medium,Closed,Frustrated,60.5
ENT-029729,Global Technology Consulting Company,2025-06-05 20:39,Engineering,Engineer,Phone,This is affecting my work for a client deliverable I may have clicked something suspicious and need guidance screenshot attached,Security,Phishing,Security,Phishing,clean_label,Low,In Progress,Neutral,
ENT-013745,Global Technology Consulting Company,2025-06-10 19:51,Marketing,Manager,Phone,"I tried the usual steps but it still does not work. The time, leave, or policy information in the portal looks incorrect. screenshot attached",HR Support,Payroll,HR Support,Payroll,clean_label,Low,In Progress,Neutral,
ENT-018081,Global Technology Consulting Company,2025-12-07 10:19,Customer Support,Director,Chat,I cannot sign in or reach the system I need for work. it happens only when I am remote,Access,Shared Drive Access,Access,Shared Drive Access,clean_label,High,Open,Frustrated,
ENT-029766,Global Technology Consulting Company,2025-06-15 09:20,HR,Intern,Phone,Not sure if this belongs to IT or another team. There was an unusual login or warning on my account.,Security,Account Compromise,Security,Account Compromise,clean_label,High,Waiting on User,Neutral,
ENT-012585,Global Technology Consulting Company,2025-09-02 23:38,Customer Support,Specialist,Chat,"I need help with onboarding/offboarding paperwork for a team member. Also, a teammate can open the location but i get a blocked message.",HR Support,Benefits,HR Support,Benefits,clean_label,Medium,In Progress,Neutral,
ENT-012818,Global Technology Consulting Company,2025-12-21 15:10,HR,Manager,Email,I am seeing this issue again today. I need help with onboarding/offboarding paperwork for a team member.,HR Support,Policy Question,HR Support,Policy Question,clean_label,Low,Open,Frustrated,
ENT-026572,Global Technology Consulting Company,2025-04-22 03:44,Customer Support,Analyst,Walk-up,i need the same local perm i had on my previous device.,Administrative Rights,Install Approval,Administrative Rights,Install Approval,clean_label,Medium,Closed,Neutral,59.0
ENT-010076,Global Technology Consulting Company,2025-01-09 00:46,Marketing,Consultant,Chat,the error message is not very clear. my payroll or benefits information does not look right this cycle.,HR Support,Onboarding,HR Support,Onboarding,clean_label,Medium,Closed,Urgent,92.3
ENT-013573,Global Technology Consulting Company,2025-05-31 06:39,Finance,Engineer,Email,I am blocked right now and not sure what changed. I need help with onboarding/offboarding paperwork for a team member.,HR Support,Offboarding,HR Support,Offboarding,clean_label,Low,Resolved,Neutral,140.9
ENT-001602,Global Technology Consulting Company,2025-02-24 15:35,HR,Intern,Chat,Not sure if this belongs to IT or another team. The screen or attached equipment randomly stops responding.,Hardware,Webcam,Hardware,Webcam,clean_label,High,Closed,Confused,31.5
ENT-026313,Global Technology Consulting Company,2025-01-21 00:40,HR,Consultant,Portal,the installer is blocked by policy even though it is work-related.,Administrative Rights,Developer Tool Permission,Administrative Rights,Developer Tool Permission,clean_label,Low,Resolved,Frustrated,146.5
ENT-029738,Global Technology Consulting Company,2025-09-30 18:37,Operations,Senior Associate,Phone,"I need help before my next meeting. There was an unusual login or warning on my account. Also, i need help with onboarding/offboarding paperwork for a team member.",Security,Malware Alert,Security,Malware Alert,clean_label,Critical,Closed,Neutral,11.7
ENT-015934,Global Technology Consulting Company,2025-12-02 23:00,HR,Engineer,Chat,I need help before my next meeting. A teammate can open the location but I get a blocked message.,Access,Shared Drive Access,Access,Shared Drive Access,clean_label,High,Closed,Urgent,18.3
ENT-014435,Global Technology Consulting Company,2025-05-31 17:30,Customer Support,Team Lead,Walk-up,"I am seeing this issue again today. My payroll or benefits information does not look right this cycle. Also, the request form does not show the item i need.",HR Support,Policy Question,HR Support,Policy Question,clean_label,Low,In Progress,Neutral,
ENT-005923,Global Technology Consulting Company,2025-06-21 12:34,Delivery,Specialist,Portal,The screen or attached equipment randomly stops responding.,Hardware,Headset,Hardware,Headset,clean_label,High,Closed,Confused,7.6
ENT-000705,Global Technology Consulting Company,2025-02-07 05:09,Operations,Director,Chat,"This started happening after yesterday afternoon. I can use the system, but the physical setup is unreliable.",Hardware,Monitor,Hardware,Monitor,clean_label,High,Open,Neutral,
ENT-007396,Global Technology Consulting Company,2025-07-16 17:59,Finance,Team Lead,Email,"The error message is not very clear. I can use the system, but the physical setup is unreliable.",Hardware,Monitor,Hardware,Monitor,clean_label,Low,Closed,Urgent,86.8
ENT-027664,Global Technology Consulting Company,2025-07-05 14:33,Engineering,Specialist,Walk-up,I tried the usual steps but it still does not work. The application is installed but does not launch correctly. pls advise,Internal Project,Team Workspace,Software,Zoom,noisy_label,High,Resolved,Neutral,4.4
ENT-008630,Global Technology Consulting Company,2025-03-10 17:54,Operations,Coordinator,Portal,I need help with onboarding/offboarding paperwork for a team member.,HR Support,Policy Question,HR Support,Policy Question,clean_label,Medium,Resolved,Neutral,58.1
ENT-007927,Global Technology Consulting Company,2025-04-09 23:14,Delivery,Director,Email,My blue screen is not wrkng properly. it worked last week,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,Medium,Closed,Neutral,35.5
ENT-029527,Global Technology Consulting Company,2025-02-24 06:04,Delivery,Consultant,Phone,Could you please help when possible? I may have clicked something suspicious and need guidance. screenshot attached,Access,VPN Access,Security,MFA Failure,noisy_label,Critical,In Progress,Neutral,
ENT-015995,Global Technology Consulting Company,2025-06-01 20:55,Engineering,Engineer,Walk-up,I need permission for a client workspace before the deadline.,Access,Email Access,Access,Email Access,clean_label,High,Resolved,Frustrated,5.7
ENT-001325,Global Technology Consulting Company,2025-03-14 05:37,Sales,Engineer,Chat,"The error message is not very clear. The machine is very slow and makes it hard to complete normal tasks. Also, the security prompt keeps failing even after i approve it.",Hardware,Laptop,Hardware,Laptop,clean_label,Low,Open,Neutral,
ENT-005824,Global Technology Consulting Company,2025-06-07 06:31,Customer Support,Director,Walk-up,This started happening after yesterday afternoon. The machine is very slow and makes it hard to complete normal tasks.,Hardware,Headset,Hardware,Headset,clean_label,Medium,Resolved,Urgent,54.8
ENT-002482,Global Technology Consulting Company,2025-09-13 23:56,Delivery,Analyst,Walk-up,"I need help before my next meeting. My headset is not working properly. it keeps asking me again and again Also, a vendor quote or license request needs review. screenshot attached",Hardware,Headset,Hardware,Headset,clean_label,Medium,Resolved,Frustrated,41.0
ENT-029340,Global Technology Consulting Company,2025-07-30 02:08,Operations,Director,Portal,The network works in one location but not another.,Network,VPN Connectivity,Network,VPN Connectivity,clean_label,Medium,Resolved,Neutral,57.4
ENT-003758,Global Technology Consulting Company,2025-08-13 19:23,Engineering,Team Lead,Email,Can someone check this for me? The screen or attached equipment randomly stops responding. pls advise,Purchase,Software License,Hardware,Headset,noisy_label,Low,Waiting on Vendor,Neutral,
ENT-015470,Global Technology Consulting Company,2025-07-17 07:06,Consulting,Coordinator,Portal,The login works in one place but fails in another.,Access,Active Directory,Access,Active Directory,clean_label,High,Closed,Confused,30.5
ENT-009911,Global Technology Consulting Company,2025-10-29 03:22,Sales,Analyst,Portal,I have a question about my employee record and need help updating it.,HR Support,Offboarding,HR Support,Offboarding,clean_label,Critical,Closed,Frustrated,4.5
ENT-020597,Global Technology Consulting Company,2025-09-24 19:16,Finance,Team Lead,Walk-up,a folder disappeared and i need to know if it can be restored.,Storage,Backup Request,Storage,Backup Request,clean_label,High,Resolved,Confused,10.6
ENT-017337,Global Technology Consulting Company,2025-09-04 08:14,Marketing,Team Lead,Portal,A teammate can open the location but I get a blocked message.,Access,VPN Access,Access,VPN Access,clean_label,Medium,Closed,Neutral,86.5
ENT-002452,Global Technology Consulting Company,2025-10-26 02:16,Marketing,Team Lead,Chat,Not sure if this belongs to IT or another team. My laptop is not working properly. it keeps asking me again and again,Hardware,Laptop,Hardware,Laptop,clean_label,Medium,Open,Urgent,
ENT-028417,Global Technology Consulting Company,2025-07-05 04:10,Marketing,Specialist,Chat,this started happening after yesterday afternoon. i get an error when trying to export or submit work.,Software,ERP,Software,ERP,clean_label,Medium,Resolved,Neutral,34.6
ENT-020973,Global Technology Consulting Company,2025-01-11 17:09,Sales,Analyst,Chat,The backup or sync process is not completing,Storage,Shared Drive Cleanup,Storage,Shared Drive Cleanup,clean_label,Medium,Closed,Frustrated,85.3
ENT-004987,Global Technology Consulting Company,2025-06-18 18:46,Consulting,Analyst,Walk-up,my laptop is not working properly. nothing opens when i click it,Software,Adobe,Hardware,Laptop,noisy_label,Low,Open,Confused,
ENT-021522,Global Technology Consulting Company,2025-09-05 22:23,Consulting,Team Lead,Portal,"The backup or sync process is not completing. Also, i received a suspicious message and want someone to review it.",Storage,OneDrive Full,Storage,OneDrive Full,clean_label,Medium,Resolved,Urgent,28.4
ENT-005003,Global Technology Consulting Company,2025-08-07 18:21,Delivery,Senior Associate,Chat,The error message is not very clear. My keyboard/mouse is not working properly. I already restarted twice,Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,Medium,In Progress,Confused,
ENT-014191,Global Technology Consulting Company,2025-06-29 14:38,Customer Support,Team Lead,Phone,Not sure if this belongs to IT or another team. I need help with onboarding/offboarding paperwork for a team member.,HR Support,Onboarding,HR Support,Onboarding,clean_label,Low,Closed,Urgent,121.4
ENT-026077,Global Technology Consulting Company,2025-08-23 09:52,Legal,Manager,Chat,"I need approval to install or run a tool for my work. Also, the backup or sync process is not completing.",Administrative Rights,Developer Tool Permission,Administrative Rights,Developer Tool Permission,clean_label,Low,Closed,Confused,53.4
ENT-029072,Global Technology Consulting Company,2025-11-04 18:48,Engineering,Intern,Walk-up,"The connection drops often, especially when I am remote.",Network,Remote Office Network,Network,Remote Office Network,clean_label,High,Closed,Neutral,32.0
ENT-023473,Global Technology Consulting Company,2025-03-11 22:05,Delivery,Team Lead,Portal,can someone check this for me? can you help me order the correct item for my role?,Purchase,Equipment Procurement,Purchase,Equipment Procurement,clean_label,Medium,Resolved,Neutral,54.8
ENT-000551,Global Technology Consulting Company,2025-05-21 17:20,Delivery,Consultant,Email,The error message is not very clear. My monitor is not working properly. the request is urgent but I do not know the right form,Hardware,Monitor,Hardware,Monitor,clean_label,Medium,In Progress,Neutral,
ENT-012713,Global Technology Consulting Company,2025-09-17 05:09,HR,Specialist,Portal,"I submitted something for HR but cannot see the status anywhere. Also, the network works in one location but not another. screenshot attached",HR Support,Offboarding,HR Support,Offboarding,clean_label,Low,Closed,Urgent,105.4
ENT-016003,Global Technology Consulting Company,2025-02-17 01:43,Executive Office,Specialist,Walk-up,Not sure if this belongs to IT or another team. A teammate can open the location but I get a blocked message.,Access,Active Directory,Access,Active Directory,clean_label,Critical,Closed,Neutral,8.9
ENT-006273,Global Technology Consulting Company,2025-04-24 02:06,Marketing,Team Lead,Walk-up,Not sure if this belongs to IT or another team. The device keeps disconnecting during calls and client work.,Hardware,Monitor,Hardware,Monitor,clean_label,High,Resolved,Confused,32.8
ENT-013167,Global Technology Consulting Company,2025-11-18 22:40,HR,Senior Associate,Email,I have a question about my employee record and need help updating it.,HR Support,Employee Verification,HR Support,Employee Verification,clean_label,High,Closed,Urgent,19.1
ENT-024437,Global Technology Consulting Company,2025-12-10 11:33,Consulting,Intern,Portal,"The project tracker is not visible to everyone who needs it. Also, i may have clicked something suspicious and need guidance. pls advise",Internal Project,SharePoint Site,Internal Project,SharePoint Site,clean_label,Medium,Closed,Frustrated,86.8
ENT-007260,Global Technology Consulting Company,2025-10-07 08:37,HR,Manager,Chat,The device keeps disconnecting during calls and client work. pls advise,Hardware,Webcam,Hardware,Webcam,clean_label,Medium,Resolved,Urgent,42.9
ENT-026093,Global Technology Consulting Company,2025-02-16 18:55,Marketing,Engineer,Walk-up,I am blocked right now and not sure what changed. The system says I do not have enough permission to continue.,Administrative Rights,Elevated Permission,Administrative Rights,Elevated Permission,clean_label,Medium,Closed,Neutral,93.2
ENT-023201,Global Technology Consulting Company,2025-11-06 19:50,Executive Office,Analyst,Phone,could you please help when possible? can you help me order the correct item for my role? pls advise,Purchase,Laptop Request,Purchase,Laptop Request,clean_label,Low,Waiting on User,Neutral,
ENT-025322,Global Technology Consulting Company,2025-11-30 21:37,Sales,Engineer,Email,Can someone check this for me? Our team needs a new workspace or project area created.,Internal Project,Reporting Dashboard,Internal Project,Reporting Dashboard,clean_label,Medium,Resolved,Neutral,35.6
ENT-014702,Global Technology Consulting Company,2025-11-05 15:40,Executive Office,Team Lead,Chat,I am blocked right now and not sure what changed. I have a question about my employee record and need help updating it.,HR Support,Timesheet,HR Support,Timesheet,clean_label,Medium,Resolved,Neutral,61.6
ENT-023205,Global Technology Consulting Company,2025-09-17 19:47,Marketing,Coordinator,Portal,a vendor quote or license request needs review.,Purchase,Laptop Request,Purchase,Laptop Request,clean_label,High,Closed,Neutral,9.2
ENT-029470,Global Technology Consulting Company,2025-07-08 03:53,Consulting,Engineer,Phone,Calls and uploads keep failing because the connection is unreliable.,Network,DNS,Network,DNS,clean_label,Medium,Resolved,Confused,49.3
ENT-019313,Global Technology Consulting Company,2025-06-21 11:48,HR,Coordinator,Portal,I am seeing this issue again today. The login works in one place but fails in another.,Access,Password Reset,Access,Password Reset,clean_label,High,Resolved,Frustrated,6.5
ENT-012515,Global Technology Consulting Company,2025-12-14 19:34,Executive Office,Analyst,Chat,I need help with onboarding/offboarding paperwork for a team member.,HR Support,Policy Question,HR Support,Policy Question,clean_label,Medium,Closed,Frustrated,70.6
ENT-006413,Global Technology Consulting Company,2025-11-06 16:20,Operations,Manager,Email,I tried the usual steps but it still does not work. My battery is not wrkng properly. there is a weird warning message,Hardware,Battery,Hardware,Battery,clean_label,High,Closed,Frustrated,17.7
ENT-017059,Global Technology Consulting Company,2025-01-23 11:47,Customer Support,Coordinator,Walk-up,Can someone check this for me? I changed teams and now some tools are unavailable.,Access,Email Access,Access,Email Access,clean_label,Low,In Progress,Urgent,
ENT-006203,Global Technology Consulting Company,2025-04-28 16:43,Operations,Manager,Email,Could you please help when possible? My keyboard/mouse is not working properly. there is a weird warning message,Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,High,Closed,Neutral,28.3
ENT-006839,Global Technology Consulting Company,2025-06-30 00:21,Engineering,Engineer,Phone,i am blocked right now and not sure what changed the machine is very slow and makes it hard to complete normal tasks,Hardware,Keyboard/Mouse,Hardware,Keyboard/Mouse,clean_label,Low,In Progress,Frustrated,
ENT-006251,Global Technology Consulting Company,2025-05-05 08:29,Finance,Coordinator,Chat,I need help before my next meeting. The machine is very slow and makes it hard to complete normal tasks.,Hardware,Docking Station,Hardware,Docking Station,clean_label,High,Resolved,Frustrated,28.0
ENT-007348,Global Technology Consulting Company,2025-02-10 23:52,Customer Support,Coordinator,Email,"The device keeps disconnecting during calls and client work. Also, a folder disappeared and i need to know if it can be restored.",Hardware,Monitor,Hardware,Monitor,clean_label,Medium,Resolved,Neutral,17.9
ENT-007613,Global Technology Consulting Company,2025-02-19 14:27,Marketing,Coordinator,Walk-up,This is affecting my work for a client deliverable. The device keeps disconnecting during calls and client work.,Hardware,Blue Screen,Hardware,Blue Screen,clean_label,High,Open,Urgent,
ENT-025225,Global Technology Consulting Company,2025-11-26 22:33,Legal,Engineer,Email,not sure if this belongs to it or another team. a project page or dashboard is missing permissions/settings.,Storage,File Recovery,Internal Project,Jira Project,noisy_label,High,In Progress,Neutral,
ENT-028305,Global Technology Consulting Company,2025-07-09 11:24,HR,Senior Associate,Walk-up,The tool opens but some features are missing or disabled.,Software,Zoom,Software,Zoom,clean_label,Low,Waiting on User,Neutral,
ENT-023715,Global Technology Consulting Company,2025-08-14 22:45,Customer Support,Director,Portal,I am blocked right now and not sure what changed. The request form does not show the item I need.,Purchase,Laptop Request,Purchase,Laptop Request,clean_label,Low,Resolved,Neutral,48.5
ENT-016692,Global Technology Consulting Company,2025-01-29 17:04,Sales,Manager,Portal,This is affecting my work for a client deliverable. I changed teams and now some tools are unavailable.,Access,Active Directory,Access,Active Directory,clean_label,Medium,Resolved,Neutral,17.3
